(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BANCADA EM GRANITO ( COR: CINZA ANDORINHA/ TIPO: POLIDO/ESPESSURA:  3CM) ;MATED-12368 ;m2    ;1,0000000;206,51;206,51;
TESTEIRA EM GRANITO ( COR: CINZA ANDORINHA/ TIPO: POLIDO/ESPESSURA:  3CM/ALTURA: 3CM) ;MATED-12790 ;m     ;2,8700000;2,70;7,74;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BANCADA EM GRANITO ( COR: CINZA ANDORINHA/ TIPO: POLIDO/ESPESSURA:  3CM) ;MATED-12368 ;m2    ;1,0000000;206,51;206,51;
TESTEIRA EM GRANITO ( COR: CINZA ANDORINHA/ TIPO: POLIDO/ESPESSURA:  3CM/ALTURA: 3CM) ;MATED-12790 ;m     ;2,8700000;2,70;7,74;
TUBO EM METALON GALVANIZADO (FORMATO: RETANGULAR|SEÇÃO: 30X20MM|ESPESSURA: 1, 25MM) ;MATED-12746 ;m     ;1,7100000;7,70;13,16;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
MASSA PLÁSTICA (COR: BRANCA, CINZA OU PRETA| CATALIZADOR: INCLUSO| RENDIMENTO: 0,59KG/M2) ;MATED-15101 ;Kg    ;0,0955590;19,13;1,82;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
MASSA PLÁSTICA (COR: BRANCA, CINZA OU PRETA| CATALIZADOR: INCLUSO| RENDIMENTO: 0,59KG/M2) ;MATED-15101 ;Kg    ;0,0286677;19,13;0,54;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BANCADA EM MÁRMORE ( COR: BRANCO COMUM/ TIPO: POLIDO/ESPESSURA:  3CM) ;MATED-12369 ;m2    ;1,0000000;313,63;313,63;
TESTEIRA EM MÁRMORE ( COR: BRANCO COMUM/ TIPO: POLIDO/ESPESSURA:  3CM/ALTURA: 3CM) ;MATED-12791 ;m     ;2,8700000;2,70;7,74;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BANCADA EM MÁRMORE ( COR: BRANCO COMUM/ TIPO: POLIDO/ESPESSURA:  3CM) ;MATED-12369 ;m2    ;1,0000000;313,63;313,63;
TESTEIRA EM MÁRMORE ( COR: BRANCO COMUM/ TIPO: POLIDO/ESPESSURA:  3CM/ALTURA: 3CM) ;MATED-12791 ;m     ;2,8700000;2,70;7,74;
TUBO EM METALON GALVANIZADO (FORMATO: RETANGULAR|SEÇÃO: 30X20MM|ESPESSURA: 1, 25MM) ;MATED-12746 ;m     ;1,7100000;7,70;13,16;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME GALVANIZADO ( BITOLA: 18BWG| DIÂMETRO DO FIO: 1,24MM|MASSA LINEAR: 0,009KG/M) ;MATED-11326 ;Kg    ;0,1000000;31,38;3,13;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BANCO ARTICULADO EM AÇO INOX COM CANTOS ARREDONDADOS, PROFUNDIDADE MÍNIMA DE 0,45 M E COMPRIMENTO MÍNIMO DE 0,70 M, CONFORME NBR 9050 ;MATED-12151 ;U     ;1,0000000;556,70;556,70;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BANCO ARTICULADO COM CANTOS ARREDONDADOS E SUPERFÍCIE NTIDERRAPANTE IMPERMEÁVEL, PROFUNDIDADE MÍNIMA DE 0,45 M E COMPRIMENTO MÍNIMO DE 0,70 M, PARA ESFORÇO DE 1,5 KN CONFORME NBR 9050 ;MATED-12070 ;U     ;1,0000000;690,00;690,00;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BANCO EM GRANITO (COR: CINZA ANDORINHA/TIPO: POLIDO/ESPESSURA: 3CM/ DIMENSÃO: 52X30CM) ;MATED-13029 ;U     ;1,0000000;23,35;23,35;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
CHAPA DE COMPENSADO RESINADO (ESPESSURA: 10MM|DIMENSÃO: 1,10X2, 20M) ;MATED-11275 ;m2    ;3,6500000;30,94;112,93;
Chumbador expansível em aço carbono para bandeja salva-vidas (comprimento: 2 1 /2 " / diâmetro da seção: 3/8 ") ;MATED-11245 ;U     ;1,8000000;0,90;1,62;
PONTALETE 3A. CONSTRUÇÃO (SEÇÃO TRANSVERSAL: 3"X 3" [7, 5X7,5CM]|TIPO DE MADEIRA : CEDRO) ;MATED-11344 ;m     ;4,4000000;6,24;27,45;
PREGO 17X21 COM CABEÇA (COMPRIMENTO: 48,3 MM|DIÂMETRO DA CABEÇA: 3,0 MM| QUANTIDADE POR QUILO: 334) ;MATED-11327 ;Kg    ;0,1500000;8,22;1,23;
SARRAFO 1 X 3" (ALTURA: 75MM / ESPESSURA: 25MM) ;MATED-11350 ;m     ;1,2000000;1,25;1,50;
TÁBUA 1X12" (ESPESSURA: 25MM|LARGURA: 300MM) ;MATED-11351 ;m2    ;0,9000000;41,93;37,73;
Viga (largura: 60,00 mm / altura: 120,00 mm / tipo de madeira: peroba) ;MATED-11356 ;m     ;2,2000000;15,14;33,30;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Chumbador expansível em aço carbono para bandeja salva-vidas (comprimento: 2 1 /2 " / diâmetro da seção: 3/8 ") ;MATED-11245 ;U     ;1,8000000;0,90;1,62;
PREGO 17X21 COM CABEÇA (COMPRIMENTO: 48,3 MM|DIÂMETRO DA CABEÇA: 3,0 MM| QUANTIDADE POR QUILO: 334) ;MATED-11327 ;Kg    ;0,1500000;8,22;1,23;
SARRAFO 1 X 3" (ALTURA: 75MM / ESPESSURA: 25MM) ;MATED-11350 ;m     ;1,2000000;1,25;1,50;
TÁBUA 1X12" (ESPESSURA: 25MM|LARGURA: 300MM) ;MATED-11351 ;m2    ;3,6500000;41,93;153,04;
Viga (largura: 60,00 mm / altura: 120,00 mm / tipo de madeira: peroba) ;MATED-11356 ;m     ;2,5000000;15,14;37,85;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
CHAPA DE COMPENSADO RESINADO (ESPESSURA: 10MM|DIMENSÃO: 1,10X2, 20M) ;MATED-11275 ;m2    ;2,4000000;30,94;74,25;
Chumbador expansível em aço carbono para bandeja salva-vidas (comprimento: 2 1 /2 " / diâmetro da seção: 3/8 ") ;MATED-11245 ;U     ;1,2000000;0,90;1,08;
PONTALETE 3A. CONSTRUÇÃO (SEÇÃO TRANSVERSAL: 3"X 3" [7, 5X7,5CM]|TIPO DE MADEIRA : CEDRO) ;MATED-11344 ;m     ;3,3000000;6,24;20,59;
PREGO 17X21 COM CABEÇA (COMPRIMENTO: 48,3 MM|DIÂMETRO DA CABEÇA: 3,0 MM| QUANTIDADE POR QUILO: 334) ;MATED-11327 ;Kg    ;0,1000000;8,22;0,82;
SARRAFO 1 X 3" (ALTURA: 75MM / ESPESSURA: 25MM) ;MATED-11350 ;m     ;1,2000000;1,25;1,50;
TÁBUA 1X12" (ESPESSURA: 25MM|LARGURA: 300MM) ;MATED-11351 ;m2    ;0,9000000;41,93;37,73;
Viga (largura: 60,00 mm / altura: 120,00 mm / tipo de madeira: peroba) ;MATED-11356 ;m     ;1,4000000;15,14;21,19;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
Chumbador expansível em aço carbono para bandeja salva-vidas (comprimento: 2 1 /2 " / diâmetro da seção: 3/8 ") ;MATED-11245 ;U     ;1,2000000;0,90;1,08;
PREGO 17X21 COM CABEÇA (COMPRIMENTO: 48,3 MM|DIÂMETRO DA CABEÇA: 3,0 MM| QUANTIDADE POR QUILO: 334) ;MATED-11327 ;Kg    ;0,1000000;8,22;0,82;
SARRAFO 1 X 3" (ALTURA: 75MM / ESPESSURA: 25MM) ;MATED-11350 ;m     ;1,2000000;1,25;1,50;
TÁBUA 1X12" (ESPESSURA: 25MM|LARGURA: 300MM) ;MATED-11351 ;m2    ;2,4500000;41,93;102,72;
Viga (largura: 60,00 mm / altura: 120,00 mm / tipo de madeira: peroba) ;MATED-11356 ;m     ;1,5000000;15,14;22,71;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BANHEIRO QUÍMICO 110 X 120 X 230 CM COM MANUTENÇÃO ;MATED-11195 ;mês   ;1,0000000;515,00;515,00;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA CHATA DE ALUMÍNIO 3/4" X 1/4" X 3M ;MATED-12115 ;m     ;1,0000000;7,21;7,21;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA CHATA DE ALUMÍNIO 7/8" X 1/8" X 3M ;MATED-11992 ;U     ;1,0000000;15,25;15,25;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA CHATA DE COBRE 3 /4" X 3/16" X 3M ;MATED-11993 ;U     ;1,0000000;63,00;63,00;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA DE APOIO ( MATERIAL: AÇO INOX AISI 304/ACABAMENTO: POLIDO/ MODELO: EM "L"/DIÂMETRO TUBO: 1.1/4" [31,75MM]/ COMPRIMENTO: 140CM/ INSTALAÇÃO: PAREDE/ ACESSÓRIOS: INCLUSO CANOPLAS, PARAFUSOS E BUCHAS) ;MATED-12163 ;un    ;1,0000000;240,00;240,00;
BUCHA DE NYLON COM PARAFUSO AUTO ATARRAXANTE CABEÇA PANELA, FENDA SIMPLES ( COMPRIMENTO: 50MM / DIÂMETRO NOMINAL DO PARAFUSO: 4,8MM / DIÂMETRO NOMINAL DA BUCHA: 8MM) ;MATED-11337 ;un    ;9,0000000;0,22;1,98;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA DE APOIO ( MATERIAL: AÇO INOX AISI 304/ACABAMENTO: POLIDO/ MODELO: PARA LAVATÓRIO DE CANTO/ DIÂMETRO TUBO: 1.1/4" [31, 75MM]/COMPRIMENTO: APROX. 61CM/INSTALAÇÃO : PAREDE/ACESSÓRIOS: INCLUSO CANOPLAS, PARAFUSOS E BUCHAS) ;MATED-12062 ;un    ;1,0000000;220,00;220,00;
BUCHA DE NYLON COM PARAFUSO AUTO ATARRAXANTE CABEÇA PANELA, FENDA SIMPLES ( COMPRIMENTO: 50MM / DIÂMETRO NOMINAL DO PARAFUSO: 4,8MM / DIÂMETRO NOMINAL DA BUCHA: 8MM) ;MATED-11337 ;un    ;6,0000000;0,22;1,32;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA DE APOIO ( MATERIAL: AÇO INOX AISI 304/ACABAMENTO: POLIDO/ MODELO: RETA/DIÂMETRO TUBO: 1.1/4" [31,75MM]/ COMPRIMENTO: 100CM/ INSTALAÇÃO: PAREDE/ ACESSÓRIOS: INCLUSO CANOPLAS, PARAFUSOS E BUCHAS) ;MATED-12061 ;un    ;1,0000000;206,34;206,34;
BUCHA DE NYLON COM PARAFUSO AUTO ATARRAXANTE CABEÇA PANELA, FENDA SIMPLES ( COMPRIMENTO: 50MM / DIÂMETRO NOMINAL DO PARAFUSO: 4,8MM / DIÂMETRO NOMINAL DA BUCHA: 8MM) ;MATED-11337 ;un    ;6,0000000;0,22;1,32;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA DE APOIO ( MATERIAL: AÇO INOX AISI 304/ACABAMENTO: POLIDO/ MODELO: RETA/DIÂMETRO TUBO: 1.1/4" [31,75MM]/ COMPRIMENTO: 120CM/ INSTALAÇÃO: PAREDE/ ACESSÓRIOS: INCLUSO CANOPLAS, PARAFUSOS E BUCHAS) ;MATED-12177 ;un    ;1,0000000;240,00;240,00;
BUCHA DE NYLON COM PARAFUSO AUTO ATARRAXANTE CABEÇA PANELA, FENDA SIMPLES ( COMPRIMENTO: 50MM / DIÂMETRO NOMINAL DO PARAFUSO: 4,8MM / DIÂMETRO NOMINAL DA BUCHA: 8MM) ;MATED-11337 ;un    ;6,0000000;0,22;1,32;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA DE APOIO ( MATERIAL: AÇO INOX AISI 304/ACABAMENTO: POLIDO/ MODELO: RETA/DIÂMETRO TUBO: 1.1/4" [31,75MM]/ COMPRIMENTO: 40CM/ INSTALAÇÃO: PORTA OU PAREDE/ACESSÓRIOS: INCLUSO CANOPLAS, PARAFUSOS E BUCHAS) ;MATED-12066 ;un    ;1,0000000;84,99;84,99;
PARAFUSO (ROSCA: AUTO ATARRAXANTE|APLICAÇÃO : MADEIRA|CABEÇA: CHATA PHILIPS|MATERIAL: AÇO| ACABAMENTO: ZINCADO| COMPRIMENTO: 30MM| DIÂMETRO: 4MM) ;MATED-13778 ;un    ;6,0000000;0,08;0,48;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA DE APOIO ( MATERIAL: AÇO INOX AISI 304/ACABAMENTO: POLIDO/ MODELO: RETA/DIÂMETRO TUBO: 1.1/4" [31,75MM]/ COMPRIMENTO: 70CM/ INSTALAÇÃO: PAREDE/ ACESSÓRIOS: INCLUSO CANOPLAS, PARAFUSOS E BUCHAS) ;MATED-11985 ;un    ;1,0000000;184,71;184,71;
BUCHA DE NYLON COM PARAFUSO AUTO ATARRAXANTE CABEÇA PANELA, FENDA SIMPLES ( COMPRIMENTO: 50MM / DIÂMETRO NOMINAL DO PARAFUSO: 4,8MM / DIÂMETRO NOMINAL DA BUCHA: 8MM) ;MATED-11337 ;un    ;6,0000000;0,22;1,32;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA DE APOIO ( MATERIAL: AÇO INOX AISI 304/ACABAMENTO: POLIDO/ MODELO: RETA/DIÂMETRO TUBO: 1.1/4" [31,75MM]/ COMPRIMENTO: 80CM/ INSTALAÇÃO: PAREDE/ ACESSÓRIOS: INCLUSO CANOPLAS, PARAFUSOS E BUCHAS) ;MATED-12063 ;un    ;1,0000000;196,95;196,95;
BUCHA DE NYLON COM PARAFUSO AUTO ATARRAXANTE CABEÇA PANELA, FENDA SIMPLES ( COMPRIMENTO: 50MM / DIÂMETRO NOMINAL DO PARAFUSO: 4,8MM / DIÂMETRO NOMINAL DA BUCHA: 8MM) ;MATED-11337 ;un    ;6,0000000;0,22;1,32;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
BARRA DE APOIO ( MATERIAL: AÇO INOX AISI 304/ACABAMENTO: POLIDO/ MODELO: RETA/DIÂMETRO TUBO: 1.1/4" [31,75MM]/ COMPRIMENTO: 90CM/ INSTALAÇÃO: PAREDE/ ACESSÓRIOS: INCLUSO CANOPLAS, PARAFUSOS E BUCHAS) ;MATED-12064 ;un    ;1,0000000;206,34;206,34;
BUCHA DE NYLON COM PARAFUSO AUTO ATARRAXANTE CABEÇA PANELA, FENDA SIMPLES ( COMPRIMENTO: 50MM / DIÂMETRO NOMINAL DO PARAFUSO: 4,8MM / DIÂMETRO NOMINAL DA BUCHA: 8MM) ;MATED-11337 ;un    ;6,0000000;0,22;1,32;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME RECOZIDO (BITOLA: 18BWG|DIÂMETRO DO FIO: 1,25MM|MASSA LINEAR: 0, 01KG/M) ;MATED-11333 ;Kg    ;0,5000000;22,00;11,00;
CADEIRA (MATERIAL: CADEIRA ALMOFADADA| BRAÇO: SEM|ESTRUTURA: METALON) ;MATED-11220 ;un    ;0,2000000;40,00;8,00;
CHAPA DE COMPENSADO RESINADO (ESPESSURA: 12MM|DIMENSÃO: 1,10X2, 20M) ;MATED-11276 ;m2    ;15,1400000;40,03;606,05;
CONJUNTO DE 1 TOMADA + 1 INTERRUPTOR COM PLACA ;MATED-12326 ;U     ;0,2000000;15,00;3,00;
DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 10A A 30A ;MATED-12249 ;U     ;0,4000000;7,10;2,84;
DOBRADIÇA DE FERRO PARA PORTA (TIPO: PINO SOLTO COM BOLA| LARGURA: 2.1/2"|ALTURA: 3") ;MATED-11387 ;un    ;0,6000000;9,50;5,70;
ELETRODUTO DE PVC RÍGIDO ROSCÁVEL ( DIÂMETRO DA SEÇÃO: 3/4 " ) ;MATED-11837 ;m     ;5,8229000;2,24;13,04;
SETOP-MG Internet: www.transportes.mg.gov.br FONE: (31) 3915 8309 - FAX: (31) 3915 8352 Rodovia Papa João Paulo ii, nº 4.143 (mg 010), Prédio Minas, 7º Andar - Serra Verde - cep 31630-901 - BH / MG SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PÚBLICAS Página: 293 de 3459 SUBSECRETARIA DE OBRAS PÚBLICAS SUPERINTENDÊNCIA DE COORDENAÇÃO TÉCNICA DIRETORIA DE CUSTOS FIO ISOLADO EM POLÍMERO TERMOPLÁSTICO, TIPO PVC, 450/750V, 70°C - BAIXA TENSAO ( ENCORDOAMENTO: CLASSE 1/SEÇÃO TRANSVERSAL: 1,5MM2) ;MATED-12609 ;m     ;10,5562000;0,64;6,75;
FIO ISOLADO EM POLÍMERO TERMOPLÁSTICO, TIPO PVC, 450/750V, 70°C - BAIXA TENSAO ( ENCORDOAMENTO: CLASSE 1/SEÇÃO TRANSVERSAL: 2,5MM2) ;MATED-11783 ;m     ;20,7512000;0,96;19,92;
JANELA METÁLICA (TIPO: BASCULANTE/MATERIAL: ALUMÍNIO/DIMENSÃO: 80X80/ACABAMENTO : FOSCO/VIDROS: INCLUSOS ) ;MATED-14408 ;un    ;0,6000000;130,50;78,30;
LÂMPADA (TIPO: LED/ FORMATO: BULBO-A60/ POTÊNCIA: 9W/LÚMENS: 810LM /COR DA LUZ: BRANCA/TEMPERATURA DA COR: 6500K/SOQUETE- BASE: E27/TENSÃO: 110/ 220V) ;MATED-9758 ;un    ;0,4000000;9,90;3,96;
LUMINÁRIA DE TETO COM BASE (MODELO: PLAFONIER| BASE: PLÁSTICO-POLIPROPILENO | SOQUETE: INCLUSO| TIPO DE SOQUETE: E27| MATERIAL DO SOQUETE: PORCELANA| POTÊNCIA MÁXIMA LÂMPADA: 60W| LÂMPADA: NÃO INCLUSA) ;MATED-14405 ;un    ;0,4000000;4,50;1,80;
MESA (APLICAÇÃO: ESCRITÓRIO|COR: CINZA| MATERIAL: MADEIRA MDP COM PÉS DE METALON| NÚMERO DE GAVETAS: TRÊS (3) PORTAS| COMPRIMENTO*: 150CM| ALTURA*: 75CM| PROFUNIDADE*: 60CM)* MEDIDAS REFERENCIAIS APROXIMADAS ;MATED-11216 ;un    ;0,2000000;159,00;31,80;
PARAFUSO (ROSCA: SOBERBA|CABEÇA: SEXTAVADA|MATERIAL: AÇO|ACABAMENTO: ZINCADO|COMPRIMENTO: 110MM|DIÂMETRO: 8MM) ;MATED-11334 ;un    ;5,0000000;0,60;3,00;
SETOP-MG Internet: www.transportes.mg.gov.br FONE: (31) 3915 8309 - FAX: (31) 3915 8352 Rodovia Papa João Paulo ii, nº 4.143 (mg 010), Prédio Minas, 7º Andar - Serra Verde - cep 31630-901 - BH / MG SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PÚBLICAS Página: 294 de 3459 SUBSECRETARIA DE OBRAS PÚBLICAS SUPERINTENDÊNCIA DE COORDENAÇÃO TÉCNICA DIRETORIA DE CUSTOS PONTALETE 3A. CONSTRUÇÃO (SEÇÃO TRANSVERSAL: 3"X 3" [7, 5X7,5CM]|TIPO DE MADEIRA : CEDRO) ;MATED-11344 ;m     ;41,5250000;6,24;259,11;
PORTA LISA DE MADEIRA ( ESPESSURA: 35MM/ LARGURA: 80CM/ALTURA: 210CM/TIPO DE MADEIRA: IMBUIA/ENCABEÇADA: SIM/ TIPO ACABAMENTO: VENIZ - NÃO INCLUSO) ;MATED-11385 ;un    ;0,2000000;144,21;28,84;
PRATELEIRA DE MADEIRA PINTADA DE ESMALTE, EM CONSOLE DE METAL ;MATED-11241 ;m2    ;1,0223200;90,00;92,00;
QUADRO DE DISTRIBUIÇÃO (CAPACIDADE: 4 DISJUNTORES DIN| MATERIAL: PVC| BARRAMENTO NÃO INCLUSO| TIPO: SOBREPOR ) ;MATED-14407 ;un    ;0,2000000;22,85;4,57;
TELHA DE FIBROCIMENTO ( TIPO: ONDULADA/ ESPESSURA: 6MM/ LARGURA NOMINAL: 1100MM/LARGURA ÚTIL: 1050MM/VÃO LIVRE: 1,69M) ;MATED-11368 ;m2    ;4,8276000;18,59;89,74;
TOMADA DUPLA - 2P + T - 10A COM PLACA ;MATED-12490 ;U     ;0,6000000;9,30;5,58;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME RECOZIDO (BITOLA: 18BWG|DIÂMETRO DO FIO: 1,25MM|MASSA LINEAR: 0, 01KG/M) ;MATED-11333 ;Kg    ;0,5000000;22,00;11,00;
CADEIRA (MATERIAL: CADEIRA ALMOFADADA| BRAÇO: SEM|ESTRUTURA: METALON) ;MATED-11220 ;un    ;0,2000000;40,00;8,00;
CHAPA DE COMPENSADO RESINADO (ESPESSURA: 12MM|DIMENSÃO: 1,10X2, 20M) ;MATED-11276 ;m2    ;21,3600000;40,03;855,04;
CONJUNTO DE 1 TOMADA + 1 INTERRUPTOR COM PLACA ;MATED-12326 ;U     ;0,2000000;15,00;3,00;
DISJUNTOR MONOPOLAR TERMOMAGNÉTICO 5KA, DE 10A A 30A ;MATED-12249 ;U     ;0,4000000;7,10;2,84;
DOBRADIÇA DE FERRO PARA PORTA (TIPO: PINO SOLTO COM BOLA| LARGURA: 2.1/2"|ALTURA: 3") ;MATED-11387 ;un    ;1,0000000;9,50;9,50;
ELETRODUTO DE PVC RÍGIDO ROSCÁVEL ( DIÂMETRO DA SEÇÃO: 3/4 " ) ;MATED-11837 ;m     ;10,6947000;2,24;23,95;
SETOP-MG Internet: www.transportes.mg.gov.br FONE: (31) 3915 8309 - FAX: (31) 3915 8352 Rodovia Papa João Paulo ii, nº 4.143 (mg 010), Prédio Minas, 7º Andar - Serra Verde - cep 31630-901 - BH / MG SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PÚBLICAS Página: 297 de 3459 SUBSECRETARIA DE OBRAS PÚBLICAS SUPERINTENDÊNCIA DE COORDENAÇÃO TÉCNICA DIRETORIA DE CUSTOS FIO ISOLADO EM POLÍMERO TERMOPLÁSTICO, TIPO PVC, 450/750V, 70°C - BAIXA TENSAO ( ENCORDOAMENTO: CLASSE 1/SEÇÃO TRANSVERSAL: 1,5MM2) ;MATED-12609 ;m     ;18,9946500;0,64;12,15;
FIO ISOLADO EM POLÍMERO TERMOPLÁSTICO, TIPO PVC, 450/750V, 70°C - BAIXA TENSAO ( ENCORDOAMENTO: CLASSE 1/SEÇÃO TRANSVERSAL: 2,5MM2) ;MATED-11783 ;m     ;20,3753000;0,96;19,56;
JANELA METÁLICA (TIPO: BASCULANTE/MATERIAL: ALUMÍNIO/DIMENSÃO: 80X80/ACABAMENTO : FOSCO/VIDROS: INCLUSOS ) ;MATED-14408 ;un    ;1,0000000;130,50;130,50;
LÂMPADA (TIPO: LED/ FORMATO: BULBO-A60/ POTÊNCIA: 9W/LÚMENS: 810LM /COR DA LUZ: BRANCA/TEMPERATURA DA COR: 6500K/SOQUETE- BASE: E27/TENSÃO: 110/ 220V) ;MATED-9758 ;un    ;1,6000000;9,90;15,84;
LUMINÁRIA DE TETO COM BASE (MODELO: PLAFONIER| BASE: PLÁSTICO-POLIPROPILENO | SOQUETE: INCLUSO| TIPO DE SOQUETE: E27| MATERIAL DO SOQUETE: PORCELANA| POTÊNCIA MÁXIMA LÂMPADA: 60W| LÂMPADA: NÃO INCLUSA) ;MATED-14405 ;un    ;1,6000000;4,50;7,20;
MESA (APLICAÇÃO: ESCRITÓRIO|COR: CINZA| MATERIAL: MADEIRA MDP COM PÉS DE METALON| NÚMERO DE GAVETAS: TRÊS (3) PORTAS| COMPRIMENTO*: 150CM| ALTURA*: 75CM| PROFUNIDADE*: 60CM)* MEDIDAS REFERENCIAIS APROXIMADAS ;MATED-11216 ;un    ;0,2000000;159,00;31,80;
PARAFUSO (ROSCA: SOBERBA|CABEÇA: SEXTAVADA|MATERIAL: AÇO|ACABAMENTO: ZINCADO|COMPRIMENTO: 110MM|DIÂMETRO: 8MM) ;MATED-11334 ;un    ;8,0000000;0,60;4,80;
SETOP-MG Internet: www.transportes.mg.gov.br FONE: (31) 3915 8309 - FAX: (31) 3915 8352 Rodovia Papa João Paulo ii, nº 4.143 (mg 010), Prédio Minas, 7º Andar - Serra Verde - cep 31630-901 - BH / MG SECRETARIA DE ESTADO DE TRANSPORTES E OBRAS PÚBLICAS Página: 298 de 3459 SUBSECRETARIA DE OBRAS PÚBLICAS SUPERINTENDÊNCIA DE COORDENAÇÃO TÉCNICA DIRETORIA DE CUSTOS PONTALETE 3A. CONSTRUÇÃO (SEÇÃO TRANSVERSAL: 3"X 3" [7, 5X7,5CM]|TIPO DE MADEIRA : CEDRO) ;MATED-11344 ;m     ;58,4800000;6,24;364,91;
PORTA LISA DE MADEIRA ( ESPESSURA: 35MM/ LARGURA: 80CM/ALTURA: 210CM/TIPO DE MADEIRA: IMBUIA/ENCABEÇADA: SIM/ TIPO ACABAMENTO: VENIZ - NÃO INCLUSO) ;MATED-11385 ;un    ;0,2000000;144,21;28,84;
PRATELEIRA DE MADEIRA PINTADA DE ESMALTE, EM CONSOLE DE METAL ;MATED-11241 ;m2    ;1,2863200;90,00;115,76;
QUADRO DE DISTRIBUIÇÃO (CAPACIDADE: 4 DISJUNTORES DIN| MATERIAL: PVC| BARRAMENTO NÃO INCLUSO| TIPO: SOBREPOR ) ;MATED-14407 ;un    ;0,2000000;22,85;4,57;
TELHA DE FIBROCIMENTO ( TIPO: ONDULADA/ ESPESSURA: 6MM/ LARGURA NOMINAL: 1100MM/LARGURA ÚTIL: 1050MM/VÃO LIVRE: 1,69M) ;MATED-11368 ;m2    ;7,7778000;18,59;144,58;
TOMADA DUPLA - 2P + T - 10A COM PLACA ;MATED-12490 ;U     ;0,8000000;9,30;7,44;
(F)Materiais;Código;Unid.;Consumo;Custo Unitário;Custo Unitário;
ARAME RECOZIDO (BITOLA: 18BWG|DIÂMETRO DO FIO: 1,25MM|MASSA LINEAR: 0, 01KG/M) ;MATED-11333 ;Kg    ;0,5000000;22,00;11,00;
ARMÁRIO (COR: CINZA| MATERIAL: AÇO|NÚMERO DE PORTAS: DUAS (2) PORTAS|ALTURA*: 170CM| LARGURA*: 75CM| PROFUNIDADE*: 35CM)* MEDIDAS REFERENCIAIS APROXIMADAS ;MATED-11224 ;un    ;0,4000000;272,45;108,98;
